xrsb_flux,background_flux,integrated_flux,flare_class_peak
3.7228103e-06,3.7228103e-06,0.0011459376,C
2.3286289e-06,2.3726413e-06,0.0010631249,M
5.9252434e-06,5.927149e-06,0.0027798929,M
8.0699065e-06,8.0699065e-06,0.0035749096,C
3.3659287e-06,3.2800929e-06,0.0018567503,M
1.3121457e-05,1.3121457e-05,0.0050981813,M
4.21679e-06,4.1485478e-06,0.0026670187,C
4.206666e-06,4.196778e-06,0.0019378825,C
3.916855e-06,4.0398763e-06,0.002604499,C
8.678436e-06,8.678436e-06,0.0032881193,C
4.2291545e-06,4.153773e-06,0.0026175573,C
5.693103e-06,5.729585e-06,0.0036523903,M
4.479497e-06,4.2808297e-06,0.0028313976,M
1.0812502e-05,1.0812502e-05,0.004417112,M
4.7757844e-06,4.6628543e-06,0.0029808923,C
3.1227642e-06,3.087789e-06,0.0015931386,C
4.6146192e-06,4.6146192e-06,0.0012773394,C
6.552172e-06,6.552172e-06,0.0039017953,M
3.4094369e-06,3.5183123e-06,0.002288735,M
3.4620184e-06,3.5116657e-06,0.0015499184,C
2.7873084e-06,2.7498784e-06,0.0014415229,C
3.2252804e-06,3.2145201e-06,0.0020686223,C
2.1875871e-06,2.2414767e-06,0.0014209904,M
5.834609e-06,5.742319e-06,0.0027219728,M
4.8093107e-06,4.815899e-06,0.00259794,M
3.6565148e-06,3.728817e-06,0.0016202804,C
3.8992603e-06,3.8782937e-06,0.002078375,M
2.6844632e-06,2.5905213e-06,0.0017089873,M
7.612727e-06,7.828699e-06,0.004852592,M
6.0315747e-06,6.0214074e-06,0.0034529956,M
6.232656e-06,6.1381256e-06,0.002747381,C
2.9548205e-06,2.8838538e-06,0.0015793326,C
2.3379641e-06,2.371181e-06,0.0011391818,C
2.117515e-06,2.1037802e-06,0.0012341135,M
6.597262e-06,7.109191e-06,0.0027155618,M
2.6594164e-06,2.6724083e-06,0.0016673391,C
2.7997255e-06,2.654385e-06,0.0019878778,C
2.285676e-06,2.2478953e-06,0.00136439,C
1.8070623e-06,1.9656811e-06,0.0012492298,C
2.1822736e-06,2.1899828e-06,0.0012946681,C
3.1766565e-06,3.302033e-06,0.002123425,C
3.848139e-06,3.838769e-06,0.0018210068,C
6.425078e-06,6.425078e-06,0.002504271,C
2.384439e-06,2.3426733e-06,0.0012304052,C
2.1922212e-06,2.176373e-06,0.001244523,C
1.373116e-06,1.4071638e-06,0.0009706418,C
1.5554277e-06,1.5275922e-06,0.00088290335,C
2.0096097e-06,2.0096097e-06,0.0007387157,C
1.9059538e-06,1.8760998e-06,0.0012363079,C
1.128122e-06,1.1232377e-06,0.0007253303,C
1.7659289e-06,1.7659289e-06,0.0006569056,C
1.4286842e-06,1.4329913e-06,0.0007266385,C
1.1891052e-06,1.1745648e-06,0.0006723728,M
1.4445137e-06,1.4412379e-06,0.000911509,C
1.5778057e-06,1.5894984e-06,0.0010108342,C
1.555632e-06,1.539961e-06,0.0009678691,C
1.2488066e-06,1.2654467e-06,0.00086912507,C
1.3252672e-06,1.3182603e-06,0.00058076734,C
1.6845552e-06,1.6572403e-06,0.00085019035,C
1.4605115e-06,1.4625441e-06,0.0009411753,C
2.0271086e-06,1.9602028e-06,0.001033793,C
1.5879259e-06,1.5448525e-06,0.0008888399,C
1.2988133e-06,1.3579514e-06,0.00083880033,C
1.4638425e-06,1.4601987e-06,0.0009485953,C
1.3496132e-06,1.3359249e-06,0.00092300796,C
1.7412776e-06,1.6914598e-06,0.0009844421,C
1.585091e-06,1.6073083e-06,0.0010238269,C
1.2953591e-06,1.2944729e-06,0.0008320807,C
2.9515215e-06,2.9830453e-06,0.0018809818,C
3.6934846e-06,3.7302998e-06,0.0023482074,C
2.9525327e-06,2.9050605e-06,0.0014868675,C
3.1535214e-06,3.212839e-06,0.002049132,C
1.9648353e-06,2.0235298e-06,0.0012588152,C
2.3477464e-06,2.2535087e-06,0.0016489311,C
2.2301995e-06,2.268289e-06,0.0014414465,C
2.1758574e-06,2.1669412e-06,0.001401178,C
1.2626456e-06,1.2862282e-06,0.00083366846,C
1.4553349e-06,1.4750162e-06,0.0010165795,C
4.9184728e-06,4.9184728e-06,0.0024098125,C
1.2297675e-06,1.2120668e-06,0.0008835988,C
1.802838e-06,1.8044775e-06,0.0012223015,C
1.1575353e-06,1.1839861e-06,0.000497735,C
5.662863e-06,5.662863e-06,0.0024640202,M
9.627552e-07,9.507555e-07,0.0005501379,C
1.0663974e-06,1.0511512e-06,0.0006487523,C
1.097561e-06,1.0890022e-06,0.0006251566,C
1.455103e-06,1.455103e-06,0.0006374674,C
1.3314424e-06,1.3425163e-06,0.0005413299,C
1.6870338e-06,1.6882097e-06,0.0010724533,C
1.3484862e-06,1.3320838e-06,0.00066900137,C
1.4907816e-06,1.3757127e-06,0.0008921851,C
1.9003279e-06,1.9235667e-06,0.0012051091,C
4.791819e-06,4.791819e-06,0.002049188,C
1.285015e-06,1.3148311e-06,0.0008628986,C
4.1259423e-06,4.1259423e-06,0.0013960594,C
8.8420694e-07,8.665152e-07,0.0005499854,C
1.1196496e-06,1.1196496e-06,0.0002765134,C
9.338103e-07,9.3044423e-07,0.00047808382,C
8.373988e-07,8.614424e-07,0.00057665014,C
6.9513055e-07,6.745049e-07,0.0004608994,C
8.3172824e-07,8.2396184e-07,0.0005464837,C
1.119874e-06,1.119874e-06,0.00041939845,C
8.2810845e-07,8.3819685e-07,0.0006415979,C
1.0020838e-06,1.0204485e-06,0.000526911,C
8.472441e-07,8.282516e-07,0.00038411116,C
6.927926e-07,6.746548e-07,0.00038843355,B
9.1647684e-07,8.8193934e-07,0.00072592,C
8.158142e-07,8.466116e-07,0.0005430663,C
1.2169097e-06,1.2169097e-06,0.0003801759,C
7.1922415e-07,7.069435e-07,0.0004480238,C
6.7960667e-07,6.682833e-07,0.0003817848,C
7.6761887e-07,7.7159507e-07,0.000491755,C
7.9238845e-07,7.807997e-07,0.000512892,C
1.0265549e-06,1.0372635e-06,0.00041564534,C
6.7823333e-07,6.856124e-07,0.0004380522,C
9.08398e-07,9.08398e-07,0.00033314768,B
8.069744e-07,7.733008e-07,0.00047709738,C
6.7714586e-07,6.6462604e-07,0.00042868327,B
6.4845415e-07,6.405486e-07,0.00040141464,B
1.3901471e-06,1.3859204e-06,0.000905516,C
1.5336614e-06,1.5195371e-06,0.0007111052,C
1.4731751e-06,1.4754208e-06,0.000944735,C
2.1786416e-06,2.1786416e-06,0.0007028925,C
1.2034128e-06,1.178552e-06,0.0007441967,C
1.0816282e-06,1.0688833e-06,0.0007579377,C
1.0897695e-06,1.1053457e-06,0.00053929246,C
9.113457e-07,9.108774e-07,0.00040015453,C
9.771018e-07,9.685701e-07,0.0005858651,C
1.04257e-06,1.0118314e-06,0.0007025796,C
1.3836011e-06,1.3525686e-06,0.00048073594,C
1.1692032e-06,1.1289676e-06,0.0005548577,C
1.3526137e-06,1.3665847e-06,0.00092272693,C
1.3160447e-06,1.3856052e-06,0.0008941429,C
1.3582072e-06,1.3771638e-06,0.0009138672,C
1.6047775e-06,1.6100649e-06,0.0011012428,C
1.2089207e-06,1.1908128e-06,0.0006060375,C
1.3468681e-06,1.3984973e-06,0.00093105744,C
1.8596963e-06,1.7589695e-06,0.001296891,C
1.5411117e-06,1.5723368e-06,0.00058713305,C
1.9301256e-06,1.9196525e-06,0.0008573303,C
1.7018363e-06,1.7051486e-06,0.000749661,C
2.3730388e-06,2.5519882e-06,0.0016807292,C
1.6546104e-06,1.7037684e-06,0.0011005981,C
2.090936e-06,2.0651587e-06,0.0014211935,C
1.7763037e-06,1.789986e-06,0.001183185,C
2.4350509e-06,2.5145114e-06,0.0011269682,C
2.8991215e-06,2.8813672e-06,0.0014700533,C
2.8541065e-06,2.8972736e-06,0.0018508638,C
5.9453782e-06,5.9453782e-06,0.0040169456,M
2.6498649e-06,2.6713e-06,0.0015444787,C
3.8269136e-06,3.8269136e-06,0.0012901762,C
5.2233e-06,5.2233e-06,0.0020764102,C
1.8598712e-06,1.8796381e-06,0.0012251453,C
2.8337358e-06,2.8337358e-06,0.0008869128,C
1.6906662e-06,1.6671411e-06,0.0009830226,C
1.8855902e-06,1.8874467e-06,0.00080161105,C
2.5975962e-06,2.4969104e-06,0.002008814,M
2.226948e-06,2.1968851e-06,0.0015627246,C
1.4235379e-06,1.5002842e-06,0.0009589035,C
1.4333199e-06,1.5310758e-06,0.0011698849,M
1.301531e-06,1.3243875e-06,0.0008517071,C
1.3760116e-06,1.3685664e-06,0.00085680216,C
2.795827e-06,2.795827e-06,0.0010790164,C
2.2934755e-06,2.290664e-06,0.0009795283,C
1.7378678e-06,1.6804148e-06,0.0008759346,C
2.10818e-06,2.1769727e-06,0.0013912931,C
4.9906675e-06,4.9906675e-06,0.0015790846,C
1.2146849e-06,1.1977919e-06,0.0007642951,C
1.1597949e-06,1.1645374e-06,0.00075754774,C
1.1926641e-06,1.1775039e-06,0.0004409818,C
1.6103437e-06,1.6505622e-06,0.0010404028,C
1.1888467e-06,1.1531477e-06,0.00066166534,C
1.7359883e-06,1.75812e-06,0.0012212239,M
1.6194224e-06,1.5966348e-06,0.0009174061,C
1.7726367e-06,1.74117e-06,0.0009395069,C
1.9390204e-06,1.9145662e-06,0.0009595308,C
1.5320902e-06,1.5218286e-06,0.0012120293,M
1.763463e-05,1.763463e-05,0.0068962798,M
1.3738122e-06,1.4020819e-06,0.0008861287,C
1.4500094e-06,1.436865e-06,0.0009174011,C
1.7708334e-06,1.7708334e-06,0.00067124167,C
2.1209428e-06,2.1209428e-06,0.0007776777,C
1.3017567e-06,1.2985913e-06,0.000834925,C
1.3973645e-06,1.373992e-06,0.0008356783,C
1.8938789e-06,1.8938789e-06,0.00066354644,C
1.6926725e-06,1.7471783e-06,0.0011156475,C
3.41905e-06,3.41905e-06,0.0010829878,C
2.9085106e-06,2.919449e-06,0.0013445079,C
1.3310867e-06,1.3167652e-06,0.00084395055,C
1.5360154e-06,1.5536926e-06,0.0011276295,C
2.0103025e-06,1.9801773e-06,0.0012340669,C
1.7661241e-06,1.7614282e-06,0.0013570137,M
1.5326416e-06,1.5519039e-06,0.0009770273,C
1.5272075e-06,1.5374645e-06,0.00055773894,C
1.7138448e-06,1.7352871e-06,0.0012748296,M
1.9293957e-06,1.9000952e-06,0.0009687673,C
1.2089586e-06,1.1707718e-06,0.0006080424,C
1.2113401e-06,1.2175207e-06,0.0008485922,C
2.6300515e-06,2.605354e-06,0.001809622,C
1.1425184e-06,1.1455913e-06,0.00076470606,C
1.3218224e-06,1.3054495e-06,0.00065276364,C
1.3823512e-06,1.3713793e-06,0.0007889962,C
1.8340291e-06,1.7262031e-06,0.0009643098,C
2.372709e-06,2.3642338e-06,0.0011541984,C
1.0908645e-06,1.0710776e-06,0.00061469356,C
1.0690868e-06,1.0439029e-06,0.00048593548,C
1.3068834e-06,1.3483422e-06,0.00087156263,C
1.0601151e-06,1.0326207e-06,0.00043026122,C
1.1644236e-06,1.1755849e-06,0.0007732239,C
8.885461e-07,8.8103747e-07,0.0005676807,C
1.1359361e-06,1.157594e-06,0.0007463697,C
8.7354357e-07,8.5101163e-07,0.00037804345,C
8.389103e-07,8.244121e-07,0.00047077882,C
8.947752e-07,8.9126223e-07,0.000605622,C
7.485326e-07,7.211282e-07,0.0004980513,C
1.1858472e-06,1.2082409e-06,0.0007062215,C
7.496175e-07,7.4819445e-07,0.00049575465,C
7.12623e-07,7.096267e-07,0.00042743376,C
2.1777166e-06,2.1777166e-06,0.0009597848,C
7.3071146e-07,7.097381e-07,0.0004894433,C
1.1598601e-06,1.1492708e-06,0.0006646738,C
8.8794746e-07,8.231248e-07,0.00059290056,C
1.076032e-06,1.062366e-06,0.0008066662,C
8.0795076e-07,8.057278e-07,0.00051289576,C
8.368789e-07,8.403417e-07,0.00047997586,C
1.1205013e-06,1.0881157e-06,0.0007880762,C
1.230023e-06,1.231487e-06,0.0007916407,C
1.3063116e-06,1.3081959e-06,0.0009160397,C
1.4497571e-06,1.4725774e-06,0.0010084995,C
1.2160898e-06,1.2045808e-06,0.0008469183,C
4.905511e-06,4.905511e-06,0.0012809738,C
1.9552547e-06,1.923192e-06,0.0012209726,C
1.2625192e-06,1.2561367e-06,0.0007458075,C
1.5378574e-06,1.5445376e-06,0.0009447066,C
1.1644383e-06,1.20881e-06,0.00077068585,C
1.1595391e-06,1.160484e-06,0.0007622476,C
1.3236812e-06,1.3392504e-06,0.0008975612,C
1.1053476e-06,1.0600583e-06,0.0007901699,X
1.1194558e-06,1.0838598e-06,0.00087754254,C
1.339853e-06,1.3226252e-06,0.0006567808,C
1.1033202e-06,1.0915687e-06,0.0006902216,C
1.2146287e-06,1.1906315e-06,0.0005568826,C
1.2422507e-06,1.2271852e-06,0.00062369887,C
1.3092034e-06,1.2809696e-06,0.0008065835,C
1.7099014e-06,1.6744153e-06,0.0010748638,C
1.8332029e-06,1.7762283e-06,0.0012730259,C
1.58537e-06,1.5536598e-06,0.0009414663,C
1.5947132e-06,1.5953792e-06,0.00083962054,M
1.4875895e-06,1.5061047e-06,0.00057538925,C
1.3965338e-06,1.3820264e-06,0.00087968545,C
1.90355e-06,1.90355e-06,0.000708099,C
1.929553e-06,2.0195616e-06,0.0013137311,C
5.986339e-06,5.986339e-06,0.0019439538,C
1.6896076e-06,1.735833e-06,0.0011160447,C
2.1877377e-06,2.2458305e-06,0.0014302807,C
3.7911927e-06,3.7911927e-06,0.001349053,C
2.0707885e-06,2.1320168e-06,0.001390738,C
3.0404783e-06,3.0404783e-06,0.0015395858,C
2.1237206e-06,2.0153009e-06,0.0012025426,C
2.1717003e-06,2.1545973e-06,0.0011134311,C
2.0263074e-06,1.9224547e-06,0.0011588929,C
2.6989603e-06,2.6851565e-06,0.0017232363,C
2.861841e-06,2.8680286e-06,0.0018292425,C
2.8584636e-06,2.9061566e-06,0.0018545175,C
5.9057297e-06,5.9057297e-06,0.0018132068,C
6.8659233e-06,6.8659233e-06,0.0017750257,C
3.8268568e-06,3.733038e-06,0.002359407,C
3.6963384e-06,3.6872411e-06,0.0023480665,C
4.472878e-06,4.472878e-06,0.001403689,C
3.5197284e-06,3.4988846e-06,0.00227684,M
3.300553e-06,3.3074257e-06,0.0021382081,C
2.8563034e-06,2.8429938e-06,0.0016521482,C
2.79215e-06,2.7640883e-06,0.0018327591,C
3.6354252e-06,3.5919463e-06,0.0026134169,M
1.9380684e-06,1.9108263e-06,0.0010806745,C
9.215283e-06,9.215283e-06,0.0028783584,M
1.7094912e-06,1.6541833e-06,0.0009795349,C
1.4742596e-06,1.4624468e-06,0.0008501592,C
1.9439383e-06,1.9469805e-06,0.001236471,C
3.8290154e-06,3.8290154e-06,0.0011686839,M
2.2876416e-06,2.184007e-06,0.001452844,C
3.828058e-06,3.828058e-06,0.0019933644,C
2.1048402e-06,1.987673e-06,0.0012681463,C
2.000741e-06,1.966001e-06,0.0010023242,C
2.0280731e-06,2.0221191e-06,0.0012763725,C
2.847232e-06,2.8716229e-06,0.0020201546,M
1.9380268e-06,1.9188642e-06,0.001119142,M
3.374767e-06,3.3357117e-06,0.0021625028,C
3.4586599e-06,3.4594125e-06,0.0012882453,C
2.5404272e-06,2.4637022e-06,0.0013082635,C
2.9954065e-06,3.0843714e-06,0.0023681673,X
2.040039e-06,2.0294376e-06,0.00096672843,C
2.021706e-06,1.953767e-06,0.0013425612,C
2.8495037e-06,2.813134e-06,0.0014139409,C
3.978489e-06,4.0025525e-06,0.0025214895,C
4.3044442e-06,4.359872e-06,0.0031148423,M
4.1215367e-06,4.04083e-06,0.001950823,C
3.858028e-06,3.6224806e-06,0.003210996,M
5.715021e-06,5.7418288e-06,0.0027041356,M
4.0361488e-06,3.977271e-06,0.0023116001,C
1.859967e-06,1.8249177e-06,0.0009272038,C
2.0872415e-06,2.0909233e-06,0.0008946215,C
2.2579986e-06,2.2510178e-06,0.0014153894,C
3.227886e-06,3.474454e-06,0.0022151396,C
2.6290602e-06,2.610962e-06,0.0013528041,M
3.2453038e-06,3.2363641e-06,0.0017596559,C
3.270134e-06,3.3156011e-06,0.0015089774,C
3.4071402e-06,3.3376123e-06,0.0015275667,C
3.7778252e-06,3.842953e-06,0.0024738724,C
3.3379897e-06,3.384962e-06,0.0012502265,C
5.1552884e-06,5.164619e-06,0.0032135656,C
3.343565e-06,3.345122e-06,0.0018523191,M
3.5687108e-06,3.7041339e-06,0.0017069757,M
2.212978e-06,2.1600897e-06,0.0014205782,C
1.9819267e-06,1.9913793e-06,0.0012743498,C
2.7354756e-06,2.7354756e-06,0.00083167444,C
2.014576e-06,2.167228e-06,0.0030695775,X
2.371971e-06,2.3463208e-06,0.0016149952,C
2.2705628e-06,2.3550062e-06,0.0015027379,M
4.7018634e-06,4.71167e-06,0.0034829995,M
4.7732333e-06,4.771382e-06,0.003066284,C
2.5826018e-06,2.5811376e-06,0.0014747073,C
2.8703369e-06,2.8763095e-06,0.0018581747,M
2.1378469e-06,2.170156e-06,0.0016519673,M
2.4078604e-06,2.3657788e-06,0.0015132611,C
3.0609776e-06,3.183731e-06,0.001415456,C
3.6626254e-06,3.796128e-06,0.0023773364,C
3.32328e-06,3.3019144e-06,0.0018680316,C
3.3255703e-06,3.3508254e-06,0.0021001212,M
8.8595525e-06,8.8595525e-06,0.0027532144,M
4.609041e-06,4.5387565e-06,0.0023248307,C
4.288352e-06,4.240014e-06,0.0018574173,C
3.6287533e-06,3.5577807e-06,0.001642963,C
3.5736127e-06,3.541706e-06,0.0026214244,M
3.363699e-06,3.320559e-06,0.002091586,C
3.3240349e-06,3.2930857e-06,0.0021542506,M
3.413146e-06,3.3934036e-06,0.0022440774,C
2.860092e-06,2.8399859e-06,0.0018002813,C
5.7059688e-06,5.7059688e-06,0.0022118934,M
4.0565365e-06,4.141024e-06,0.0028079764,C
4.612329e-06,4.7529875e-06,0.0031108784,C
3.65885e-06,3.6627557e-06,0.0025259063,C
5.446398e-06,5.446398e-06,0.0023321537,C
5.9170097e-06,6.3404786e-06,0.0025274612,M
4.2092393e-06,4.36482e-06,0.002742113,C
3.192057e-06,3.1954287e-06,0.0020140933,C
4.1297976e-06,4.1297976e-06,0.0014975375,C
3.6222877e-06,3.847848e-06,0.003079072,M
2.9526298e-06,3.0912377e-06,0.0020006732,C
4.377598e-06,4.394677e-06,0.0032525936,C
4.4418834e-06,4.3898553e-06,0.0027839725,C
2.9704136e-06,2.9414214e-06,0.0016933643,C
2.7418782e-06,2.7182532e-06,0.0018253541,C
3.1396664e-06,3.212272e-06,0.0020921663,C
3.652975e-06,3.6038186e-06,0.0020378924,C
3.508648e-06,3.4918926e-06,0.0013412089,C
4.642109e-06,4.642109e-06,0.0015012699,C
3.738462e-06,3.721996e-06,0.0016409967,C
3.225759e-06,3.1603734e-06,0.0015992833,C
4.7088697e-06,4.7088697e-06,0.0021084868,M
1.6444856e-05,1.6718404e-05,0.01072013,M
4.443378e-06,4.519671e-06,0.003019849,M
4.2687657e-06,4.1204694e-06,0.00220167,C
3.4713896e-06,3.5076787e-06,0.0021667178,M
3.1129543e-06,3.0394888e-06,0.0015341181,C
2.4270573e-06,2.4042286e-06,0.0010830611,C
2.9383107e-06,3.0716508e-06,0.0019609178,C
3.2416356e-06,3.407389e-06,0.0022102315,C
3.0319998e-06,3.020949e-06,0.0022846945,C
1.9557651e-06,1.9092677e-06,0.0012713089,C
2.3848013e-06,2.448845e-06,0.0016080237,C
2.413155e-06,2.3884227e-06,0.0014283223,C
2.8881468e-06,2.9523992e-06,0.0018761463,C
1.8391529e-06,1.7875033e-06,0.0012060903,C
1.8349515e-06,1.8416622e-06,0.001154867,C
1.923541e-06,1.9042147e-06,0.0009548566,C
1.8200288e-06,1.8396993e-06,0.001168596,C
1.670151e-06,1.6364658e-06,0.0009271266,C
1.8396976e-06,1.7968571e-06,0.0012725586,C
2.0602597e-06,2.056547e-06,0.0011752703,M
2.4194692e-06,2.374303e-06,0.0014456295,C
2.331425e-06,2.2840388e-06,0.0016003416,C
1.9252989e-06,1.95574e-06,0.0013371289,M
1.8358205e-06,1.8282248e-06,0.0011677535,C
2.5378536e-06,2.5232303e-06,0.0013307452,C
1.8406872e-06,1.8395754e-06,0.0013231678,C
2.0503442e-06,2.2123234e-06,0.0013987753,C
1.8157529e-06,1.8096271e-06,0.00083463034,C
2.2280724e-06,2.2068798e-06,0.00092215143,C
1.8281459e-06,1.7519915e-06,0.0012948324,C
2.9317775e-06,2.9317775e-06,0.0013498005,M
2.2565814e-06,2.2208553e-06,0.0017070393,C
1.6752771e-06,1.6412838e-06,0.0010637455,C
1.7373836e-06,1.7008281e-06,0.0011229743,C
2.038965e-06,2.0672157e-06,0.001300636,M
2.3104512e-06,2.2071222e-06,0.001290698,C
1.8782624e-06,1.8956617e-06,0.0011921421,C
1.961258e-06,1.9581403e-06,0.0012146092,C
3.072295e-06,3.1777581e-06,0.0020219728,C
2.5221398e-06,2.5660197e-06,0.0016891736,C
1.6907742e-06,1.5692091e-06,0.001050363,C
1.7166037e-06,1.7035824e-06,0.0010599227,C
2.772299e-06,2.7534563e-06,0.0017171189,C
2.22453e-06,2.2349088e-06,0.0008521487,C
1.9414226e-06,1.8716277e-06,0.0010286738,C
2.0843358e-06,2.0378652e-06,0.0008906612,C
2.0875823e-06,2.0679022e-06,0.0009086911,C
1.9488534e-06,1.9498527e-06,0.0013402984,C
2.0098078e-06,1.9346992e-06,0.001236245,C
2.7267413e-06,2.6526784e-06,0.0018371989,C
2.499536e-06,2.484251e-06,0.0015887402,C
3.408328e-06,3.408328e-06,0.0010817441,C
2.3794219e-06,2.3935445e-06,0.0015555705,C
2.290701e-06,2.3219725e-06,0.001022952,C
2.7235792e-06,2.7718713e-06,0.0018266982,C
3.4588602e-06,3.3869337e-06,0.0020386088,C
4.788065e-06,4.788065e-06,0.001246418,C
5.76371e-06,5.76371e-06,0.0021866986,C
6.098747e-06,6.098747e-06,0.001954456,M
2.3113637e-06,2.265605e-06,0.001336962,C
2.6983134e-06,2.7585008e-06,0.0017607934,C
3.2904625e-06,3.4390725e-06,0.0021674877,C
2.3551784e-06,2.3641119e-06,0.0016500689,M
1.9691963e-06,1.9170288e-06,0.0012405931,C
5.740925e-06,5.725656e-06,0.003565701,C
2.155383e-06,2.1137412e-06,0.0010772248,C
2.8377192e-06,2.8529273e-06,0.00187077,C
1.8504517e-06,1.8002077e-06,0.001287684,C
2.856764e-06,2.856764e-06,0.0009782637,C
2.0971904e-06,2.0993982e-06,0.0009230925,C
2.2298275e-06,2.1945284e-06,0.0014461612,C
1.9993267e-06,1.9328509e-06,0.001343708,C
2.1901787e-06,2.1634648e-06,0.0015094145,C
1.9299077e-06,1.8793382e-06,0.0013384637,C
1.7287765e-06,1.7538225e-06,0.001107619,C
2.103367e-06,2.103367e-06,0.00089631294,C
1.9862784e-06,1.9513627e-06,0.001225442,C
1.8606863e-06,1.8191295e-06,0.0009155655,C
2.079458e-06,2.1327915e-06,0.0013709784,C
2.9252858e-06,2.9542998e-06,0.0018872956,C
6.5440786e-06,6.5440786e-06,0.002863799,C
2.2689849e-06,2.2098006e-06,0.0014159753,C
1.8687715e-06,1.7745888e-06,0.0010400568,C
2.0551474e-06,2.0900773e-06,0.001445706,C
2.9729322e-06,2.9729322e-06,0.00086663314,C
4.6847595e-06,4.6546356e-06,0.0033980045,C
3.1938673e-06,3.0845479e-06,0.0016417627,C
3.5274024e-06,3.5298015e-06,0.0015996669,C
5.8532128e-06,6.0614166e-06,0.003867794,M
3.89668e-06,3.9970205e-06,0.0025443824,C
5.1741704e-06,5.1639636e-06,0.0032832627,M
3.2515115e-06,3.2402431e-06,0.001726928,C
3.240643e-06,3.2346043e-06,0.0022544528,M
1.9647682e-06,1.8970281e-06,0.0010112541,C
2.123322e-06,2.0628488e-06,0.001209356,C
1.8140214e-06,1.8033735e-06,0.0011614009,C
1.6230302e-06,1.617628e-06,0.000900817,C
3.019002e-06,2.9937503e-06,0.0013444754,C
3.2945823e-06,3.7291047e-06,0.002609846,M
2.0230943e-06,1.9562835e-06,0.001186203,C
2.0689517e-06,2.0564935e-06,0.0009609678,C
2.3660732e-06,2.365082e-06,0.0015250816,C
2.1305189e-06,2.085662e-06,0.0013310116,C
1.5695744e-06,1.5520725e-06,0.0010909062,C
1.4682092e-06,1.4548506e-06,0.0008214003,C
9.111141e-07,8.9235493e-07,0.0005133574,C
1.0186887e-06,1.0283973e-06,0.0006530873,C
1.1271123e-06,1.0687576e-06,0.00084752025,C
8.62747e-07,8.6290277e-07,0.00043659614,C
7.271019e-07,7.181318e-07,0.0003133913,C
8.985731e-07,9.653572e-07,0.0006061534,C
7.8455855e-07,8.207846e-07,0.0005777138,C
1.5582094e-06,1.5622528e-06,0.0008070403,C
1.009507e-06,9.795181e-07,0.0006727425,C
8.056747e-07,7.9607855e-07,0.00042449756,C
6.65632e-07,6.6625006e-07,0.0004159989,C
7.878741e-07,7.856844e-07,0.00045158665,C
8.9473343e-07,8.4925273e-07,0.0005169383,C
8.73871e-07,8.8033545e-07,0.0006121649,C
8.494131e-07,8.586003e-07,0.00058954034,C
1.4786647e-06,1.4786647e-06,0.00045323255,C
8.5461005e-07,8.416142e-07,0.00053506845,C
9.736722e-07,9.89509e-07,0.00066531583,C
6.8788216e-07,6.759488e-07,0.0003848552,B
8.7825174e-07,8.7825174e-07,0.00042919145,B
7.9191176e-07,8.241753e-07,0.0005249647,C
1.0666844e-06,1.0870777e-06,0.00040210187,C
9.369335e-07,9.204927e-07,0.00053521607,C
8.5422477e-07,8.74842e-07,0.0006143782,C
8.270977e-07,8.1003543e-07,0.0003954333,C
7.6842224e-07,7.5333867e-07,0.00038080898,C
7.1627994e-07,7.2162715e-07,0.00050338876,C
7.3326055e-07,7.2076614e-07,0.0003670249,B
1.3845967e-06,1.462786e-06,0.0009282668,C
7.6780776e-07,7.5263995e-07,0.00044143922,C
6.4954276e-07,6.4666426e-07,0.00046672247,C
6.111622e-07,6.04262e-07,0.00038833066,B
1.3879235e-06,1.4315846e-06,0.0009104072,C
5.9983887e-07,5.967119e-07,0.0003771953,B
8.1815347e-07,7.945785e-07,0.00059144123,C
1.0044994e-06,1.0007292e-06,0.00044737695,C
8.061736e-07,8.095321e-07,0.0005232113,C
6.569925e-07,6.769288e-07,0.00043318296,C
8.177367e-07,8.2058773e-07,0.00046190477,C
8.5541905e-07,8.3153265e-07,0.0005148793,C
7.201222e-07,7.2116325e-07,0.00042597772,C
6.8583546e-07,6.7274965e-07,0.00030552232,C
8.3614987e-07,8.5998687e-07,0.00060615205,C
8.49436e-07,8.724523e-07,0.0005426835,C
7.8544235e-07,7.633117e-07,0.0005263493,C
9.176672e-07,9.208578e-07,0.0005577288,C
1.0775005e-06,1.0834242e-06,0.00068667706,C
1.2366357e-06,1.2160015e-06,0.0007769467,C
1.6928082e-06,1.6928082e-06,0.0004218109,C
1.3265476e-06,1.2561356e-06,0.00085609604,C
1.2037855e-06,1.1954835e-06,0.000754827,C
1.3485325e-06,1.345954e-06,0.00062373304,C
1.1220029e-06,1.1334936e-06,0.00050028996,C
1.3404259e-06,1.3322613e-06,0.0007543217,C
1.267428e-06,1.264794e-06,0.00067173055,C
1.344262e-06,1.3353956e-06,0.0009123575,C
1.3316057e-06,1.2336955e-06,0.001070196,C
1.5069718e-06,1.4802636e-06,0.00096714863,C
1.9943877e-06,2.0480852e-06,0.0013122181,C
1.8173873e-06,1.76323e-06,0.0007657228,C
1.5282881e-06,1.5632784e-06,0.0009942662,C
2.4902215e-06,2.4902215e-06,0.0010567725,C
3.2725509e-06,3.2725509e-06,0.0014626435,C
2.71127e-06,2.8471698e-06,0.0018518921,C
4.319165e-06,4.319165e-06,0.0014946165,M
4.6570594e-06,4.780562e-06,0.0029863005,C
